ID,collection_date,location
M-2419,2023-07-24,VNM
M-2420,2023-07-25,VNM
M-2421,2023-07-27,VNM
M-2422,2023-07-30,VNM
M-2423,2023-07-24,VNM
M-2424,2023-07-25,KHM
M-2425,2023-07-27,VNM
M-2426,2023-07-31,VNM
M-2427,2023-07-26,VNM
M-2428,2023-07-26,VNM
M-2429,2023-07-25,VNM
M-2430,2023-07-25,VNM
M-2431,2023-07-30,VNM
M-2432,2023-08-05,VNM
M-2433,2023-07-26,VNM
M-2434,2023-07-25,VNM
M-2435,2023-08-02,VNM
M-2436,2023-07-25,THA
M-2437,2023-07-25,VNM
M-2438,2023-07-25,VNM
M-2439,2023-07-31,VNM
M-2440,2023-08-07,VNM
M-2441,2023-07-25,VNM
M-2442,2023-07-27,VNM
M-2443,2023-08-06,VNM
M-2444,2023-07-24,VNM
M-2445,2023-07-25,VNM
M-2446,2023-07-29,VNM
M-2447,2023-07-25,VNM
M-2448,2023-07-24,VNM
M-2449,2023-07-25,KHM
M-2450,2023-07-26,VNM
M-2451,2023-07-24,VNM
M-2452,2023-07-27,VNM
M-2453,2023-07-26,VNM
M-2454,2023-07-25,VNM
M-2455,2023-07-25,VNM
M-2456,2023-07-31,VNM
M-2457,2023-08-05,VNM
M-2458,2023-07-24,VNM
M-2459,2023-08-02,VNM
M-2460,2023-07-25,VNM
M-2461,2023-07-25,VNM
M-2462,2023-07-25,VNM
M-2463,2023-07-24,VNM
M-2464,2023-08-11,VNM
M-2465,2023-08-07,VNM
M-2466,2023-07-26,VNM
M-2467,2023-07-25,VNM
M-2468,2023-08-06,VNM
M-2469,2023-08-11,THA
M-2470,2023-07-29,VNM
M-2471,2023-07-25,KHM
M-2472,2023-08-01,KHM
M-2473,2023-07-24,VNM
M-2474,2023-07-30,VNM
M-2475,2023-07-24,VNM
M-2476,2023-07-25,VNM
M-2477,2023-08-11,VNM
M-2478,2023-07-25,VNM
M-2479,2023-07-25,VNM
M-2480,2023-07-30,VNM
M-2481,2023-07-30,VNM
M-2482,2023-07-25,VNM
M-2483,2023-08-11,VNM
M-2484,2023-07-25,VNM
M-2485,2023-07-25,KHM
M-2486,2023-07-24,VNM
M-2487,2023-07-25,VNM
M-2488,2023-07-24,VNM
M-2489,2023-07-24,VNM
M-2490,2023-07-29,VNM
M-2491,2023-07-27,VNM
M-2492,2023-07-31,THA
M-2493,2023-07-25,VNM
M-2494,2023-08-11,VNM
M-2495,2023-07-26,THA
M-2496,2023-07-25,VNM
M-2497,2023-07-26,VNM
M-2498,2023-07-25,VNM
M-2499,2023-07-31,VNM
M-2500,2023-08-02,VNM
M-2501,2023-08-02,VNM
M-2502,2023-07-25,VNM
M-2503,2023-07-31,VNM
M-2504,2023-08-05,VNM
M-2505,2023-07-27,VNM
M-2506,2023-08-11,THA
M-2507,2023-07-25,VNM
M-2508,2023-07-26,VNM
H-781,2023-08-11,VNM
H-782,2023-08-11,KHM
H-783,2023-08-11,VNM
H-784,2023-08-11,VNM
H-785,2023-08-11,VNM
H-786,2023-08-11,VNM
H-787,2023-08-11,CHN
H-788,2023-08-11,VNM
H-789,2023-08-11,CHN
H-790,2023-08-11,VNM
H-791,2023-08-11,VNM
H-792,2023-08-11,VNM
H-793,2023-08-11,VNM
H-794,2023-08-11,VNM
H-795,2023-08-11,VNM
H-796,2023-08-11,THA
H-797,2023-08-11,CHN
H-798,2023-08-11,VNM
H-799,2023-08-11,KHM
H-800,2023-08-11,VNM
H-801,2023-08-11,VNM
H-802,2023-08-11,VNM
H-803,2023-08-11,VNM
H-804,2023-08-11,THA
H-805,2023-08-11,VNM
H-806,2023-08-11,VNM
H-807,2023-08-11,VNM
H-808,2023-08-11,LAO
H-809,2023-08-11,VNM
H-810,2023-08-11,KHM
H-811,2023-08-11,VNM
H-812,2023-08-11,VNM
H-813,2023-08-11,VNM
H-814,2023-08-11,VNM
H-815,2023-08-11,THA
H-816,2023-08-11,VNM
H-817,2023-08-11,VNM
H-818,2023-08-11,VNM
H-819,2023-08-11,VNM
H-820,2023-08-11,VNM
H-821,2023-08-11,VNM
H-822,2023-08-11,LAO
H-823,2023-08-11,KHM
H-824,2023-08-11,THA
H-825,2023-08-11,LAO
H-826,2023-08-11,VNM
H-827,2023-08-11,VNM
H-828,2023-08-11,VNM
H-829,2023-08-11,VNM
H-830,2023-08-11,THA
H-831,2023-08-11,VNM
H-832,2023-08-11,VNM
H-833,2023-08-11,VNM
H-834,2023-08-11,VNM
H-835,2023-08-11,VNM
H-836,2023-08-11,VNM
H-837,2023-08-11,VNM
H-838,2023-08-11,VNM
H-839,2023-08-11,KHM
H-840,2023-08-11,LAO
H-841,2023-08-11,VNM
H-842,2023-08-11,VNM
H-843,2023-08-11,THA
H-844,2023-08-11,VNM
H-845,2023-08-11,VNM
H-846,2023-08-11,VNM
H-847,2023-08-11,VNM
H-848,2023-08-11,LAO
H-849,2023-08-11,KHM
H-850,2023-08-11,VNM
H-851,2023-08-11,VNM
H-852,2023-08-11,VNM
H-853,2023-08-11,VNM
H-854,2023-08-11,VNM
H-855,2023-08-11,LAO
H-856,2023-08-11,VNM
H-857,2023-08-11,THA
H-858,2023-08-11,VNM
H-859,2023-08-11,VNM
H-860,2023-08-11,VNM
M-2509,2023-07-31,VNM
M-2510,2023-08-06,VNM
M-2511,2023-08-11,VNM
M-2512,2023-07-26,VNM
M-2513,2023-07-25,VNM
M-2514,2023-07-27,CHN
M-2515,2023-07-25,VNM
M-2516,2023-07-27,VNM
M-2517,2023-07-25,VNM
M-2518,2023-07-25,VNM
M-2519,2023-07-30,VNM
M-2520,2023-08-04,VNM
M-2521,2023-07-27,VNM
M-2522,2023-08-04,VNM
M-2523,2023-07-26,KHM
M-2524,2023-07-25,VNM
M-2525,2023-08-11,CHN
M-2526,2023-07-29,CHN
M-2527,2023-07-26,CHN
M-2528,2023-07-25,VNM
M-2529,2023-07-30,KHM
M-2530,2023-07-30,VNM
M-2531,2023-08-01,KHM
M-2532,2023-07-25,VNM
M-2533,2023-07-25,LAO
M-2534,2023-08-04,VNM
M-2535,2023-08-05,VNM
M-2536,2023-07-29,VNM
M-2537,2023-07-26,VNM
M-2538,2023-07-30,VNM
M-2539,2023-07-29,VNM
M-2540,2023-07-30,VNM
M-2541,2023-07-30,VNM
M-2542,2023-07-25,THA
M-2543,2023-08-05,VNM
M-2544,2023-07-30,LAO
M-2545,2023-07-25,THA
M-2546,2023-07-25,VNM
M-2547,2023-08-07,VNM
M-2548,2023-07-26,VNM
M-2549,2023-07-30,VNM
M-2550,2023-08-01,VNM
M-2551,2023-07-25,VNM
M-2552,2023-08-01,VNM
M-2553,2023-08-01,VNM
M-2554,2023-08-07,VNM
M-2555,2023-07-29,VNM
M-2556,2023-07-27,VNM
M-2557,2023-07-29,VNM
M-2558,2023-07-26,VNM
M-2559,2023-07-25,THA
M-2560,2023-08-04,KHM
M-2561,2023-08-06,KHM
M-2562,2023-07-31,VNM
M-2563,2023-07-25,VNM
M-2564,2023-08-02,VNM
M-2565,2023-07-25,VNM
M-2566,2023-07-26,KHM
M-2567,2023-07-25,VNM
M-2568,2023-07-25,THA
M-2569,2023-08-05,VNM
M-2570,2023-07-29,VNM
M-2571,2023-07-31,VNM
M-2572,2023-07-31,VNM
M-2573,2023-07-25,VNM
M-2574,2023-07-25,VNM
M-2575,2023-08-02,VNM
M-2576,2023-08-02,VNM
M-2577,2023-08-04,VNM
M-2578,2023-07-25,VNM
M-2579,2023-08-05,VNM
M-2580,2023-07-26,KHM
M-2581,2023-07-26,VNM
M-2582,2023-08-07,VNM
M-2583,2023-08-11,VNM
M-2584,2023-07-25,VNM
M-2585,2023-07-25,VNM
M-2586,2023-07-27,VNM
M-2587,2023-08-11,VNM
M-2588,2023-08-04,VNM
M-2589,2023-07-27,VNM
M-2590,2023-07-25,VNM
M-2591,2023-08-02,VNM
M-2592,2023-07-25,VNM
M-2593,2023-07-27,VNM
M-2594,2023-07-30,VNM
M-2595,2023-08-04,VNM
M-2596,2023-07-29,VNM
M-2597,2023-07-25,VNM
M-2598,2023-07-25,VNM
M-2599,2023-07-25,VNM
M-2600,2023-07-25,VNM
M-2601,2023-07-27,VNM
M-2602,2023-08-04,VNM
M-2603,2023-07-30,VNM
M-2604,2023-08-02,VNM
M-2605,2023-07-26,THA
M-2606,2023-07-25,THA
M-2607,2023-07-25,VNM
M-2608,2023-07-25,KHM
M-2609,2023-08-06,VNM
M-2610,2023-08-05,VNM
M-2611,2023-07-25,VNM
M-2612,2023-07-25,VNM
M-2613,2023-08-07,VNM
M-2614,2023-08-10,VNM
M-2615,2023-08-11,VNM
M-2616,2023-08-11,VNM
M-2617,2023-08-01,VNM
M-2618,2023-07-25,VNM
M-2619,2023-08-02,VNM
M-2620,2023-08-11,VNM
M-2621,2023-07-25,VNM
M-2622,2023-08-07,VNM
M-2623,2023-07-25,VNM
M-2624,2023-07-25,VNM
M-2625,2023-07-27,VNM
M-2626,2023-08-04,VNM
M-2627,2023-08-09,VNM
M-2628,2023-07-30,VNM
M-2629,2023-07-25,VNM
M-2630,2023-07-25,VNM
M-2631,2023-08-06,VNM
M-2632,2023-08-02,VNM
M-2633,2023-08-05,VNM
M-2634,2023-07-26,VNM
M-2635,2023-08-11,VNM
M-2636,2023-08-07,VNM
M-2637,2023-08-09,VNM
M-2638,2023-07-29,VNM
M-2639,2023-08-02,KHM
M-2640,2023-07-27,KHM
M-2641,2023-07-27,VNM
M-2642,2023-07-25,VNM
M-2643,2023-08-11,VNM
M-2644,2023-07-25,VNM
M-2645,2023-07-27,VNM
M-2646,2023-08-01,VNM
M-2647,2023-07-25,VNM
M-2648,2023-07-25,VNM
M-2649,2023-07-26,VNM
M-2650,2023-08-06,VNM
M-2651,2023-08-05,VNM
M-2652,2023-07-25,VNM
M-2653,2023-07-31,VNM
M-2654,2023-08-01,VNM
M-2655,2023-07-25,VNM
M-2656,2023-07-26,VNM
M-2657,2023-08-11,VNM
M-2658,2023-07-26,VNM
M-2659,2023-07-29,VNM
M-2660,2023-07-26,VNM
M-2661,2023-08-10,LAO
M-2662,2023-07-27,VNM
M-2663,2023-07-27,KHM
M-2664,2023-07-27,VNM
M-2665,2023-07-25,VNM
M-2666,2023-07-30,VNM
M-2667,2023-08-04,LAO
M-2668,2023-07-27,VNM
M-2669,2023-07-27,VNM
M-2670,2023-07-26,VNM
M-2671,2023-07-31,VNM
M-2672,2023-07-31,VNM
M-2673,2023-07-30,VNM
M-2674,2023-08-11,VNM
M-2675,2023-07-31,VNM
M-2676,2023-07-31,VNM
M-2677,2023-08-04,VNM
M-2678,2023-07-25,VNM
M-2679,2023-07-26,VNM
M-2680,2023-07-25,VNM
M-2681,2023-07-29,VNM
M-2682,2023-07-25,THA
M-2683,2023-08-05,KHM
M-2684,2023-07-25,VNM
M-2685,2023-07-25,VNM
M-2686,2023-07-25,VNM
M-2687,2023-07-29,VNM
M-2688,2023-07-25,VNM
M-2689,2023-07-26,VNM
M-2690,2023-08-05,VNM
M-2691,2023-08-02,VNM
M-2692,2023-07-29,VNM
M-2693,2023-08-10,VNM
M-2694,2023-08-05,VNM
M-2695,2023-07-27,VNM
M-2696,2023-08-05,VNM
M-2697,2023-08-04,VNM
M-2698,2023-07-25,VNM
M-2699,2023-07-25,VNM
M-2700,2023-08-10,VNM
M-2701,2023-08-09,VNM
M-2702,2023-08-01,VNM
M-2703,2023-07-31,KHM
M-2704,2023-07-30,VNM
M-2705,2023-07-27,VNM
M-2706,2023-07-26,VNM
M-2707,2023-07-30,VNM
M-2708,2023-07-25,VNM
M-2709,2023-07-25,VNM
M-2710,2023-07-25,VNM
M-2711,2023-07-25,VNM
M-2712,2023-07-25,VNM
M-2713,2023-08-05,VNM
M-2714,2023-07-26,VNM
M-2715,2023-07-25,THA
M-2716,2023-07-25,VNM
M-2717,2023-07-31,VNM
M-2718,2023-08-09,VNM
M-2719,2023-07-26,VNM
M-2720,2023-07-31,VNM
M-2721,2023-07-25,VNM
M-2722,2023-08-07,VNM
M-2723,2023-07-26,VNM
M-2724,2023-07-26,VNM
M-2725,2023-08-01,VNM
M-2726,2023-08-04,VNM
M-2727,2023-08-11,VNM
M-2728,2023-08-04,VNM
M-2729,2023-07-26,VNM
M-2730,2023-07-31,VNM
M-2731,2023-07-25,VNM
M-2732,2023-07-30,VNM
M-2733,2023-07-25,VNM
M-2734,2023-07-27,CHN
M-2735,2023-08-11,VNM
M-2736,2023-08-05,VNM
M-2737,2023-07-25,THA
M-2738,2023-07-26,VNM
M-2739,2023-07-26,THA
M-2740,2023-07-27,VNM
M-2741,2023-07-25,VNM
M-2742,2023-07-26,VNM
M-2743,2023-07-25,VNM
M-2744,2023-07-25,VNM
M-2745,2023-07-29,VNM
M-2746,2023-07-25,VNM
M-2747,2023-07-25,VNM
M-2748,2023-07-26,VNM
M-2749,2023-07-27,VNM
M-2750,2023-08-11,VNM
M-2751,2023-07-27,VNM
M-2752,2023-07-25,VNM
H-861,2023-08-11,VNM
H-862,2023-08-11,VNM
H-863,2023-08-11,VNM
H-864,2023-08-11,VNM
H-865,2023-08-11,VNM
H-866,2023-08-11,KHM
H-867,2023-08-11,VNM
H-868,2023-08-11,LAO
H-869,2023-08-11,VNM
H-870,2023-08-11,VNM
H-871,2023-08-11,VNM
H-872,2023-08-11,CHN
H-873,2023-08-11,VNM
H-874,2023-08-11,VNM
H-875,2023-08-11,THA
H-876,2023-08-11,CHN
H-877,2023-08-11,CHN
H-878,2023-08-11,LAO
H-879,2023-08-11,VNM
H-880,2023-08-11,THA
H-881,2023-08-11,VNM
H-882,2023-08-11,VNM
H-883,2023-08-11,VNM
H-884,2023-08-11,VNM
H-885,2023-08-11,VNM
H-886,2023-08-11,VNM
H-887,2023-08-11,VNM
H-888,2023-08-11,VNM
H-889,2023-08-11,VNM
H-890,2023-08-11,LAO
H-891,2023-08-11,VNM
H-892,2023-08-11,VNM
H-893,2023-08-11,VNM
H-894,2023-08-11,VNM
H-895,2023-08-11,VNM
H-896,2023-08-11,VNM
H-897,2023-08-11,VNM
H-898,2023-08-11,VNM
H-899,2023-08-11,CHN
H-900,2023-08-11,VNM
H-901,2023-08-11,VNM
H-902,2023-08-11,VNM
H-903,2023-08-11,LAO
H-904,2023-08-11,VNM
H-905,2023-08-11,VNM
H-906,2023-08-11,VNM
H-907,2023-08-11,VNM
H-908,2023-08-11,VNM
H-909,2023-08-11,VNM
H-910,2023-08-11,VNM
H-911,2023-08-11,VNM
H-912,2023-08-11,VNM
H-913,2023-08-11,KHM
H-914,2023-08-11,VNM
H-915,2023-08-11,THA
H-916,2023-08-11,VNM
H-917,2023-08-11,THA
H-918,2023-08-11,VNM
H-919,2023-08-11,VNM
H-920,2023-08-11,VNM
H-921,2023-08-11,VNM
H-922,2023-08-11,VNM
H-923,2023-08-11,VNM
H-924,2023-08-11,VNM
H-925,2023-08-11,THA
H-926,2023-08-11,VNM
H-927,2023-08-11,VNM
H-928,2023-08-11,VNM
H-929,2023-08-11,VNM
H-930,2023-08-11,VNM
H-931,2023-08-11,VNM
H-932,2023-08-11,VNM
H-933,2023-08-11,VNM
H-934,2023-08-11,VNM
H-935,2023-08-11,VNM
H-936,2023-08-11,CHN
H-937,2023-08-11,VNM
H-938,2023-08-11,VNM
H-939,2023-08-11,VNM
H-940,2023-08-11,VNM
H-941,2023-08-11,VNM
H-942,2023-08-11,VNM
H-943,2023-08-11,VNM
H-944,2023-08-11,VNM
H-945,2023-08-11,VNM
H-946,2023-08-11,VNM
H-947,2023-08-11,CHN
H-948,2023-08-11,VNM
M-2753,2023-07-27,VNM
M-2754,2023-07-25,VNM
M-2755,2023-07-31,THA
M-2756,2023-08-05,VNM
M-2757,2023-07-30,VNM
M-2758,2023-07-29,VNM
M-2759,2023-07-26,VNM
M-2760,2023-07-30,KHM
M-2761,2023-07-31,VNM
M-2762,2023-08-11,VNM
M-2763,2023-07-26,VNM
M-2764,2023-07-27,VNM
M-2765,2023-07-31,VNM
M-2766,2023-08-11,VNM
M-2767,2023-07-26,VNM
M-2768,2023-08-11,VNM
M-2769,2023-08-02,VNM
M-2770,2023-08-02,VNM
M-2771,2023-08-01,VNM
M-2772,2023-07-26,VNM
M-2773,2023-07-29,VNM
M-2774,2023-08-01,THA
M-2775,2023-08-01,THA
M-2776,2023-08-05,VNM
M-2777,2023-07-31,VNM
M-2778,2023-07-25,VNM
M-2779,2023-08-01,VNM
M-2780,2023-08-11,VNM
M-2781,2023-07-31,VNM
M-2782,2023-07-27,VNM
M-2783,2023-07-25,VNM
M-2784,2023-07-26,VNM
M-2785,2023-08-04,VNM
M-2786,2023-08-11,VNM
M-2787,2023-07-29,CHN
M-2788,2023-07-27,VNM
M-2789,2023-08-02,VNM
M-2790,2023-08-06,THA
M-2791,2023-07-25,VNM
M-2792,2023-08-02,VNM
M-2793,2023-07-26,VNM
M-2794,2023-07-25,KHM
M-2795,2023-07-26,VNM
M-2796,2023-07-27,VNM
M-2797,2023-07-29,VNM
M-2798,2023-07-25,VNM
M-2799,2023-08-02,VNM
M-2800,2023-07-27,VNM
M-2801,2023-08-01,VNM
M-2802,2023-08-06,VNM
M-2803,2023-07-25,VNM
M-2804,2023-07-25,VNM
M-2805,2023-07-26,VNM
M-2806,2023-07-26,VNM
M-2807,2023-07-25,THA
M-2808,2023-08-11,VNM
M-2809,2023-07-25,KHM
M-2810,2023-08-01,VNM
M-2811,2023-07-30,VNM
M-2812,2023-07-26,VNM
M-2813,2023-08-04,LAO
M-2814,2023-07-27,LAO
M-2815,2023-07-25,VNM
M-2816,2023-07-25,VNM
M-2817,2023-07-30,VNM
M-2818,2023-08-11,VNM
M-2819,2023-08-11,VNM
M-2820,2023-08-01,VNM
M-2821,2023-07-27,VNM
M-2822,2023-07-26,VNM
M-2823,2023-07-31,VNM
M-2824,2023-07-25,VNM
M-2825,2023-07-31,VNM
M-2826,2023-07-26,VNM
M-2827,2023-07-26,VNM
M-2828,2023-08-11,VNM
M-2829,2023-07-25,THA
M-2830,2023-07-30,THA
M-2831,2023-07-30,THA
M-2832,2023-08-11,KHM
M-2833,2023-08-02,KHM
M-2834,2023-08-05,VNM
M-2835,2023-07-26,VNM
M-2836,2023-08-01,VNM
M-2837,2023-08-02,VNM
M-2838,2023-07-25,VNM
M-2839,2023-07-26,VNM
M-2840,2023-07-30,VNM
M-2841,2023-07-31,VNM
M-2842,2023-08-06,VNM
M-2843,2023-08-07,VNM
M-2844,2023-07-26,VNM
M-2845,2023-07-26,VNM
M-2846,2023-08-10,VNM
M-2847,2023-07-27,VNM
M-2848,2023-07-27,VNM
M-2849,2023-07-30,VNM
M-2850,2023-07-30,VNM
M-2851,2023-07-27,VNM
M-2852,2023-07-30,VNM
M-2853,2023-08-07,VNM
M-2854,2023-07-25,VNM
M-2855,2023-08-11,VNM
M-2856,2023-07-27,VNM
M-2857,2023-07-27,VNM
M-2858,2023-07-31,VNM
M-2859,2023-07-29,VNM
M-2860,2023-07-26,VNM
M-2861,2023-08-01,KHM
M-2862,2023-07-30,VNM
M-2863,2023-07-25,VNM
M-2864,2023-08-02,VNM
M-2865,2023-08-11,CHN
M-2866,2023-07-25,VNM
M-2867,2023-08-05,VNM
M-2868,2023-07-26,VNM
M-2869,2023-07-25,THA
M-2870,2023-07-25,THA
M-2871,2023-07-26,VNM
M-2872,2023-07-25,VNM
M-2873,2023-08-06,VNM
M-2874,2023-08-05,VNM
M-2875,2023-07-31,VNM
M-2876,2023-07-27,VNM
M-2877,2023-07-29,VNM
M-2878,2023-07-26,VNM
M-2879,2023-07-27,VNM
M-2880,2023-07-30,VNM
M-2881,2023-07-25,VNM
M-2882,2023-07-27,VNM
M-2883,2023-08-02,VNM
M-2884,2023-08-05,VNM
M-2885,2023-07-31,LAO
M-2886,2023-08-02,LAO
M-2887,2023-07-27,LAO
M-2888,2023-07-25,LAO
M-2889,2023-07-26,VNM
M-2890,2023-08-06,VNM
M-2891,2023-07-31,VNM
M-2892,2023-08-04,VNM
M-2893,2023-07-26,KHM
M-2894,2023-07-25,VNM
M-2895,2023-08-10,VNM
M-2896,2023-08-11,VNM
M-2897,2023-07-25,VNM
M-2898,2023-07-26,VNM
M-2899,2023-07-31,LAO
M-2900,2023-07-31,VNM
M-2901,2023-08-01,VNM
M-2902,2023-08-07,VNM
M-2903,2023-07-31,VNM
M-2904,2023-07-27,VNM
M-2905,2023-07-27,VNM
M-2906,2023-08-11,VNM
M-2907,2023-07-25,VNM
M-2908,2023-08-02,VNM
M-2909,2023-07-25,VNM
M-2910,2023-07-27,VNM
M-2911,2023-07-27,VNM
M-2912,2023-07-29,VNM
M-2913,2023-07-25,VNM
M-2914,2023-08-05,VNM
M-2915,2023-08-07,VNM
M-2916,2023-08-05,VNM
M-2917,2023-08-01,VNM
M-2918,2023-07-27,VNM
M-2919,2023-07-27,VNM
M-2920,2023-07-30,VNM
M-2921,2023-07-29,VNM
M-2922,2023-07-26,VNM
M-2923,2023-07-27,VNM
M-2924,2023-07-25,VNM
M-2925,2023-08-01,VNM
M-2926,2023-08-01,VNM
M-2927,2023-07-27,VNM
M-2928,2023-07-29,VNM
M-2929,2023-07-27,VNM
M-2930,2023-08-11,KHM
M-2931,2023-07-30,KHM
M-2932,2023-07-25,LAO
M-2933,2023-07-26,VNM
M-2934,2023-07-29,VNM
M-2935,2023-08-11,VNM
M-2936,2023-07-31,VNM
M-2937,2023-07-26,VNM
M-2938,2023-07-26,VNM
M-2939,2023-07-30,VNM
M-2940,2023-08-01,VNM
M-2941,2023-07-26,VNM
M-2942,2023-08-07,VNM
M-2943,2023-08-01,VNM
M-2944,2023-07-29,VNM
M-2945,2023-07-31,VNM
M-2946,2023-08-11,VNM
M-2947,2023-07-30,VNM
M-2948,2023-07-31,VNM
M-2949,2023-07-29,VNM
M-2950,2023-07-31,VNM
M-2951,2023-08-04,VNM
M-2952,2023-07-26,VNM
M-2953,2023-07-29,VNM
M-2954,2023-07-27,VNM
M-2955,2023-08-02,KHM
M-2956,2023-07-26,KHM
M-2957,2023-07-29,KHM
M-2958,2023-07-26,VNM
M-2959,2023-07-31,VNM
M-2960,2023-07-25,VNM
M-2961,2023-07-25,VNM
M-2962,2023-07-26,VNM
M-2963,2023-07-27,KHM
M-2964,2023-07-25,VNM
M-2965,2023-07-25,VNM
M-2966,2023-07-31,VNM
M-2967,2023-08-01,THA
M-2968,2023-07-25,THA
M-2969,2023-07-26,VNM
M-2970,2023-07-27,VNM
M-2971,2023-08-01,VNM
M-2972,2023-08-01,VNM
M-2973,2023-07-26,THA
M-2974,2023-08-09,THA
M-2975,2023-07-30,VNM
M-2976,2023-07-25,VNM
M-2977,2023-07-31,THA
M-2978,2023-08-06,THA
M-2979,2023-07-25,VNM
M-2980,2023-08-05,VNM
M-2981,2023-07-27,VNM
M-2982,2023-07-30,LAO
M-2983,2023-07-26,VNM
M-2984,2023-07-25,VNM
M-2985,2023-07-27,VNM
M-2986,2023-08-11,VNM
M-2987,2023-07-26,VNM
M-2988,2023-07-31,VNM
M-2989,2023-07-31,VNM
M-2990,2023-08-02,VNM
M-2991,2023-08-09,VNM
M-2992,2023-08-06,VNM
M-2993,2023-07-25,VNM
M-2994,2023-07-30,VNM
M-2995,2023-07-27,VNM
M-2996,2023-07-25,VNM
M-2997,2023-07-29,VNM
M-2998,2023-07-29,VNM
M-2999,2023-07-26,VNM
M-3000,2023-07-27,VNM
M-3001,2023-07-26,VNM
M-3002,2023-08-11,VNM
M-3003,2023-08-02,VNM
M-3004,2023-07-31,VNM
M-3005,2023-07-30,VNM
M-3006,2023-08-10,VNM
M-3007,2023-07-25,KHM
M-3008,2023-07-31,KHM
M-3009,2023-07-27,VNM
M-3010,2023-07-25,VNM
M-3011,2023-07-27,VNM
M-3012,2023-08-07,VNM
M-3013,2023-07-29,VNM
M-3014,2023-07-27,VNM
M-3015,2023-08-02,VNM
M-3016,2023-07-31,VNM
M-3017,2023-07-27,VNM
M-3018,2023-08-05,VNM
M-3019,2023-07-25,VNM
M-3020,2023-07-30,VNM
M-3021,2023-08-02,VNM
M-3022,2023-08-02,VNM
M-3023,2023-08-04,KHM
M-3024,2023-08-06,VNM
M-3025,2023-08-01,VNM
M-3026,2023-08-05,VNM
M-3027,2023-07-25,VNM
M-3028,2023-07-27,VNM
M-3029,2023-08-07,VNM
M-3030,2023-07-26,KHM
M-3031,2023-07-29,VNM
M-3032,2023-07-30,THA
M-3033,2023-08-02,VNM
M-3034,2023-08-05,VNM
M-3035,2023-07-31,VNM
M-3036,2023-07-31,VNM
M-3037,2023-08-02,VNM
M-3038,2023-08-05,VNM
M-3039,2023-07-31,VNM
M-3040,2023-07-30,LAO
M-3041,2023-07-30,VNM
M-3042,2023-07-29,VNM
M-3043,2023-07-27,VNM
M-3044,2023-07-26,VNM
M-3045,2023-07-25,VNM
M-3046,2023-07-29,THA
M-3047,2023-07-27,VNM
M-3048,2023-08-10,VNM
M-3049,2023-08-11,LAO
M-3050,2023-07-30,LAO
M-3051,2023-08-05,VNM
M-3052,2023-07-26,VNM
M-3053,2023-07-26,VNM
M-3054,2023-08-04,VNM
M-3055,2023-08-09,VNM
H-1000,2023-08-11,VNM
H-1001,2023-08-11,VNM
H-1002,2023-08-11,VNM
H-1003,2023-08-11,LAO
H-1004,2023-08-11,VNM
H-1005,2023-08-11,VNM
H-1006,2023-08-11,VNM
H-1007,2023-08-11,VNM
H-1008,2023-08-11,VNM
H-1009,2023-08-11,VNM
H-1010,2023-08-11,CHN
H-1011,2023-08-11,CHN
H-1012,2023-08-11,VNM
H-1013,2023-08-11,THA
H-1014,2023-08-11,VNM
H-1015,2023-08-11,VNM
H-1016,2023-08-11,VNM
H-1017,2023-08-11,THA
H-1018,2023-08-11,CHN
H-1019,2023-08-11,THA
H-1020,2023-08-11,VNM
H-1021,2023-08-11,VNM
H-1022,2023-08-11,LAO
H-1023,2023-08-11,VNM
H-1024,2023-08-11,CHN
H-1025,2023-08-11,VNM
H-1026,2023-08-11,VNM
H-1027,2023-08-11,CHN
H-1028,2023-08-11,VNM
H-1029,2023-08-11,VNM
H-1030,2023-08-11,VNM
H-1031,2023-08-11,VNM
H-1032,2023-08-11,LAO
H-1033,2023-08-11,VNM
H-1034,2023-08-11,VNM
H-1035,2023-08-11,VNM
H-1036,2023-08-11,THA
H-1037,2023-08-11,VNM
H-1038,2023-08-11,VNM
H-1039,2023-08-11,VNM
H-1040,2023-08-11,VNM
H-1041,2023-08-11,VNM
H-1042,2023-08-11,VNM
H-1043,2023-08-11,VNM
H-949,2023-08-11,VNM
H-950,2023-08-11,VNM
H-951,2023-08-11,VNM
H-952,2023-08-11,VNM
H-953,2023-08-11,VNM
H-954,2023-08-11,VNM
H-955,2023-08-11,VNM
H-956,2023-08-11,VNM
H-957,2023-08-11,THA
H-958,2023-08-11,KHM
H-959,2023-08-11,VNM
H-960,2023-08-11,VNM
H-961,2023-08-11,LAO
H-962,2023-08-11,VNM
H-963,2023-08-11,VNM
H-964,2023-08-11,KHM
H-965,2023-08-11,VNM
H-966,2023-08-11,VNM
H-967,2023-08-11,VNM
H-968,2023-08-11,KHM
H-969,2023-08-11,VNM
H-970,2023-08-11,VNM
H-971,2023-08-11,VNM
H-972,2023-08-11,VNM
H-973,2023-08-11,VNM
H-974,2023-08-11,THA
H-975,2023-08-11,VNM
H-976,2023-08-11,VNM
H-977,2023-08-11,VNM
H-978,2023-08-11,VNM
H-979,2023-08-11,VNM
H-980,2023-08-11,VNM
H-981,2023-08-11,KHM
H-982,2023-08-11,VNM
H-983,2023-08-11,VNM
H-984,2023-08-11,VNM
H-985,2023-08-11,VNM
H-986,2023-08-11,VNM
H-987,2023-08-11,KHM
H-988,2023-08-11,VNM
H-989,2023-08-11,VNM
