ID,collection_date,location
M-708,2023-07-12,VNM
M-709,2023-07-14,VNM
M-710,2023-07-18,VNM
M-711,2023-07-10,VNM
M-712,2023-07-12,VNM
M-713,2023-08-05,THA
M-714,2023-07-12,VNM
M-715,2023-07-10,VNM
M-716,2023-08-05,VNM
M-717,2023-07-10,VNM
M-718,2023-07-19,VNM
M-719,2023-07-24,VNM
M-720,2023-07-15,VNM
M-721,2023-07-18,VNM
M-722,2023-07-15,VNM
M-723,2023-07-13,VNM
M-724,2023-07-30,VNM
M-725,2023-07-18,VNM
M-726,2023-07-10,VNM
M-727,2023-07-20,VNM
M-728,2023-08-11,VNM
M-729,2023-07-10,VNM
M-730,2023-07-17,LAO
M-731,2023-08-05,LAO
M-732,2023-07-14,VNM
M-733,2023-07-18,VNM
M-734,2023-07-29,VNM
M-735,2023-07-10,VNM
H-227,2023-08-06,VNM
H-228,2023-08-05,VNM
H-229,2023-08-05,VNM
H-230,2023-08-04,VNM
H-231,2023-08-05,VNM
H-232,2023-08-05,CHN
H-233,2023-08-05,VNM
H-234,2023-08-01,VNM
H-235,2023-08-07,VNM
H-236,2023-08-06,VNM
H-237,2023-08-06,VNM
H-238,2023-08-06,THA
H-239,2023-08-06,VNM
H-240,2023-08-02,CHN
H-241,2023-08-05,THA
H-242,2023-08-05,CHN
H-243,2023-08-02,VNM
H-244,2023-08-09,VNM
H-245,2023-08-05,VNM
H-246,2023-08-05,VNM
H-247,2023-08-02,VNM
M-736,2023-07-29,VNM
M-737,2023-07-12,VNM
M-738,2023-08-06,VNM
M-739,2023-07-23,VNM
M-740,2023-07-24,VNM
M-741,2023-07-12,VNM
M-742,2023-07-30,VNM
M-743,2023-07-14,VNM
M-744,2023-07-17,VNM
M-745,2023-08-05,VNM
M-746,2023-07-14,VNM
M-747,2023-07-14,VNM
M-748,2023-07-26,VNM
M-749,2023-07-25,VNM
M-750,2023-08-06,VNM
M-751,2023-07-14,VNM
M-752,2023-07-13,VNM
M-753,2023-07-14,VNM
M-754,2023-07-12,VNM
M-755,2023-08-02,VNM
M-756,2023-07-14,VNM
M-757,2023-07-24,VNM
M-758,2023-07-20,VNM
M-759,2023-07-17,VNM
M-760,2023-07-30,VNM
M-761,2023-08-11,VNM
M-762,2023-07-12,VNM
M-763,2023-07-17,VNM
M-764,2023-07-18,VNM
M-765,2023-07-13,VNM
M-766,2023-07-12,VNM
M-767,2023-07-12,VNM
M-768,2023-07-15,VNM
M-769,2023-07-12,VNM
M-770,2023-07-19,VNM
M-771,2023-07-13,VNM
M-772,2023-07-19,KHM
M-773,2023-07-12,KHM
M-774,2023-07-18,KHM
M-775,2023-07-18,VNM
M-776,2023-07-14,VNM
M-777,2023-07-25,VNM
M-778,2023-07-13,VNM
M-779,2023-07-23,VNM
M-780,2023-07-14,VNM
M-781,2023-07-12,VNM
M-782,2023-07-20,VNM
M-783,2023-07-13,VNM
M-784,2023-07-17,VNM
M-785,2023-07-13,VNM
M-786,2023-07-12,VNM
M-787,2023-07-15,CHN
M-788,2023-07-19,VNM
M-789,2023-07-14,VNM
M-790,2023-07-17,VNM
M-791,2023-07-19,VNM
M-792,2023-07-15,VNM
M-793,2023-07-25,LAO
M-794,2023-07-15,LAO
M-795,2023-07-14,VNM
M-796,2023-07-12,VNM
M-797,2023-07-12,VNM
M-798,2023-07-14,VNM
H-248,2023-08-05,KHM
H-249,2023-08-06,VNM
H-250,2023-08-02,VNM
H-251,2023-08-05,LAO
H-252,2023-08-05,VNM
H-253,2023-08-05,VNM
H-254,2023-08-05,VNM
H-255,2023-08-05,VNM
H-256,2023-08-07,VNM
H-257,2023-08-05,VNM
H-258,2023-08-05,VNM
H-259,2023-08-07,VNM
H-260,2023-08-06,VNM
H-261,2023-08-05,VNM
H-262,2023-08-06,VNM
M-799,2023-07-14,VNM
M-800,2023-07-13,VNM
M-801,2023-07-26,VNM
M-802,2023-07-13,VNM
M-803,2023-08-01,VNM
M-804,2023-07-26,VNM
M-805,2023-07-20,VNM
M-806,2023-07-19,VNM
M-807,2023-07-15,VNM
M-808,2023-07-13,VNM
M-809,2023-07-17,VNM
M-810,2023-07-14,VNM
M-811,2023-07-18,VNM
M-812,2023-07-14,VNM
M-813,2023-07-19,VNM
M-814,2023-07-19,VNM
M-815,2023-07-21,VNM
M-816,2023-07-26,KHM
M-817,2023-07-13,KHM
M-818,2023-07-19,KHM
M-819,2023-07-19,KHM
M-820,2023-07-14,VNM
M-821,2023-07-17,VNM
M-822,2023-07-14,VNM
M-823,2023-07-20,VNM
M-824,2023-07-26,VNM
M-825,2023-07-19,VNM
M-826,2023-07-14,VNM
M-827,2023-07-13,VNM
M-828,2023-07-18,VNM
M-829,2023-07-20,VNM
M-830,2023-07-13,VNM
M-831,2023-07-15,KHM
M-832,2023-07-20,KHM
M-833,2023-07-21,VNM
M-834,2023-07-13,VNM
M-835,2023-07-14,VNM
M-836,2023-07-27,VNM
M-837,2023-07-15,VNM
M-838,2023-07-19,VNM
M-839,2023-07-15,VNM
M-840,2023-07-18,VNM
M-841,2023-07-13,VNM
M-842,2023-07-13,VNM
M-843,2023-07-14,VNM
M-844,2023-07-31,VNM
M-845,2023-07-19,VNM
M-846,2023-07-15,VNM
M-847,2023-07-13,VNM
M-848,2023-07-18,VNM
M-849,2023-07-29,VNM
M-850,2023-07-13,VNM
M-851,2023-07-21,VNM
M-852,2023-07-29,VNM
M-853,2023-07-13,VNM
M-854,2023-07-13,VNM
M-855,2023-07-14,VNM
M-856,2023-07-17,VNM
M-857,2023-07-19,VNM
M-858,2023-07-25,VNM
M-859,2023-07-13,VNM
M-860,2023-07-21,VNM
M-861,2023-07-14,VNM
M-862,2023-07-25,VNM
M-863,2023-07-17,VNM
M-864,2023-07-15,VNM
M-865,2023-07-13,VNM
M-866,2023-07-19,VNM
M-867,2023-07-15,VNM
M-868,2023-07-14,VNM
M-869,2023-08-05,VNM
H-263,2023-08-06,VNM
H-264,2023-08-05,VNM
H-265,2023-08-11,VNM
H-266,2023-08-09,KHM
H-267,2023-08-07,CHN
H-268,2023-08-05,VNM
H-269,2023-08-06,VNM
H-270,2023-08-07,VNM
H-271,2023-08-09,VNM
H-272,2023-08-05,VNM
H-273,2023-08-09,VNM
H-274,2023-08-09,VNM
H-275,2023-08-07,CHN
H-276,2023-08-07,CHN
H-277,2023-08-06,LAO
H-278,2023-08-07,THA
H-279,2023-08-09,VNM
H-280,2023-08-05,CHN
H-281,2023-08-09,KHM
H-282,2023-08-06,VNM
H-283,2023-08-06,VNM
H-284,2023-08-10,VNM
H-285,2023-08-05,VNM
H-286,2023-08-09,VNM
H-287,2023-08-06,KHM
H-288,2023-08-09,VNM
H-289,2023-08-10,VNM
H-290,2023-08-05,VNM
H-291,2023-08-05,LAO
H-292,2023-08-09,VNM
H-293,2023-08-07,VNM
H-294,2023-08-05,VNM
H-295,2023-08-07,CHN
H-296,2023-08-05,VNM
H-297,2023-08-10,VNM
M-870,2023-07-21,VNM
M-871,2023-07-21,VNM
M-872,2023-07-18,VNM
M-873,2023-07-19,VNM
M-874,2023-07-18,VNM
M-875,2023-07-14,VNM
M-876,2023-07-17,VNM
M-877,2023-07-19,VNM
M-878,2023-07-20,VNM
M-879,2023-07-20,VNM
M-880,2023-07-30,VNM
M-881,2023-07-25,VNM
M-882,2023-07-19,VNM
M-883,2023-07-17,VNM
M-884,2023-07-14,VNM
M-885,2023-07-19,KHM
M-886,2023-07-14,VNM
M-887,2023-07-18,VNM
M-888,2023-07-14,VNM
M-889,2023-07-18,VNM
M-890,2023-07-15,VNM
M-891,2023-07-20,VNM
M-892,2023-07-15,VNM
M-893,2023-07-17,VNM
M-894,2023-07-15,VNM
M-895,2023-07-19,VNM
M-896,2023-07-19,THA
M-897,2023-07-14,VNM
M-898,2023-07-23,VNM
M-899,2023-08-06,VNM
M-900,2023-07-20,VNM
M-901,2023-07-21,VNM
M-902,2023-07-31,VNM
M-903,2023-07-14,VNM
M-904,2023-07-20,VNM
M-905,2023-07-24,VNM
M-906,2023-07-18,VNM
M-907,2023-08-09,VNM
M-908,2023-07-14,VNM
M-909,2023-07-19,VNM
M-910,2023-07-18,VNM
M-911,2023-07-20,VNM
M-912,2023-07-17,VNM
M-913,2023-07-21,VNM
M-914,2023-07-14,VNM
M-915,2023-07-14,CHN
M-916,2023-07-14,VNM
M-917,2023-07-15,VNM
M-918,2023-07-17,VNM
M-919,2023-07-18,VNM
M-920,2023-07-14,VNM
M-921,2023-07-14,VNM
M-922,2023-07-15,VNM
M-923,2023-07-19,VNM
M-924,2023-08-11,VNM
M-925,2023-07-18,VNM
M-926,2023-07-23,VNM
M-927,2023-07-25,VNM
M-928,2023-07-24,VNM
M-929,2023-07-14,VNM
M-930,2023-07-24,VNM
M-931,2023-07-25,VNM
M-932,2023-07-14,VNM
M-933,2023-07-17,VNM
M-934,2023-07-27,VNM
M-935,2023-07-15,VNM
M-936,2023-07-17,VNM
M-937,2023-07-14,VNM
M-938,2023-07-14,VNM
M-939,2023-07-25,VNM
M-940,2023-07-24,VNM
M-941,2023-07-18,VNM
M-942,2023-08-05,VNM
M-943,2023-07-14,KHM
M-944,2023-07-14,VNM
M-945,2023-07-20,VNM
M-946,2023-07-14,VNM
M-947,2023-07-18,VNM
M-948,2023-07-18,VNM
M-949,2023-07-14,VNM
M-950,2023-07-19,VNM
M-951,2023-07-18,VNM
M-952,2023-07-18,VNM
M-953,2023-07-14,VNM
M-954,2023-08-06,VNM
M-955,2023-08-07,VNM
M-956,2023-07-19,VNM
M-957,2023-07-25,VNM
M-958,2023-07-14,VNM
H-298,2023-08-07,VNM
H-299,2023-08-11,VNM
H-300,2023-08-07,VNM
H-301,2023-08-09,VNM
H-302,2023-08-07,VNM
H-303,2023-08-09,VNM
H-304,2023-08-10,VNM
H-305,2023-08-11,VNM
H-306,2023-08-09,CHN
H-307,2023-08-06,KHM
H-308,2023-08-06,VNM
H-309,2023-08-09,VNM
H-310,2023-08-09,VNM
H-311,2023-08-07,THA
H-312,2023-08-09,LAO
H-313,2023-08-07,CHN
H-314,2023-08-11,VNM
H-315,2023-08-07,VNM
H-316,2023-08-11,VNM
H-317,2023-08-06,KHM
H-318,2023-08-09,VNM
H-319,2023-08-07,VNM
H-320,2023-08-07,VNM
H-321,2023-08-07,THA
H-322,2023-08-07,VNM
H-323,2023-08-09,VNM
H-324,2023-08-10,VNM
H-325,2023-08-09,VNM
H-326,2023-08-10,VNM
M-1000,2023-07-15,VNM
M-1001,2023-07-20,VNM
M-1002,2023-08-01,VNM
M-1003,2023-07-14,VNM
M-1004,2023-07-14,VNM
M-1005,2023-07-15,VNM
M-1006,2023-07-21,VNM
M-1007,2023-07-21,VNM
M-1008,2023-07-17,VNM
M-1009,2023-07-17,VNM
M-1010,2023-07-17,VNM
M-1011,2023-07-19,VNM
M-1012,2023-07-14,VNM
M-1013,2023-07-15,VNM
M-1014,2023-07-14,VNM
M-1015,2023-08-05,VNM
M-1016,2023-07-14,VNM
M-1017,2023-07-23,VNM
M-1018,2023-07-19,VNM
M-1019,2023-07-25,VNM
M-1020,2023-07-18,VNM
M-1021,2023-07-17,VNM
M-1022,2023-07-14,VNM
M-1023,2023-07-19,VNM
M-1024,2023-07-15,VNM
M-1025,2023-07-18,VNM
M-1026,2023-07-14,VNM
M-1027,2023-07-17,VNM
M-1028,2023-07-17,VNM
M-1029,2023-07-14,VNM
M-1030,2023-07-14,VNM
M-1031,2023-07-14,VNM
M-1032,2023-07-19,VNM
M-1033,2023-07-17,THA
M-1034,2023-07-19,THA
M-1035,2023-07-25,THA
M-1036,2023-07-18,VNM
M-1037,2023-07-14,VNM
M-1038,2023-07-25,VNM
M-1039,2023-07-18,VNM
M-1040,2023-07-27,VNM
M-1041,2023-07-19,VNM
M-1042,2023-07-14,VNM
M-1043,2023-07-15,VNM
M-1044,2023-08-07,KHM
M-1045,2023-07-17,VNM
M-1046,2023-07-19,VNM
M-1047,2023-07-14,VNM
M-959,2023-07-15,VNM
M-960,2023-07-14,VNM
M-961,2023-07-25,VNM
M-962,2023-07-14,VNM
M-963,2023-07-15,VNM
M-964,2023-07-25,VNM
M-965,2023-07-15,VNM
M-966,2023-07-20,VNM
M-967,2023-07-17,KHM
M-968,2023-07-14,VNM
M-969,2023-07-31,VNM
M-970,2023-07-29,VNM
M-971,2023-07-18,VNM
M-972,2023-07-24,VNM
M-973,2023-08-05,VNM
M-974,2023-08-01,VNM
M-975,2023-07-26,THA
M-976,2023-07-14,VNM
M-977,2023-07-14,VNM
M-978,2023-07-18,VNM
M-979,2023-07-20,KHM
M-980,2023-07-20,VNM
M-981,2023-07-20,VNM
M-982,2023-07-19,VNM
M-983,2023-07-19,VNM
M-984,2023-07-19,VNM
M-985,2023-07-24,VNM
M-986,2023-07-14,CHN
M-987,2023-07-21,VNM
M-988,2023-07-18,VNM
M-989,2023-07-19,VNM
M-990,2023-07-19,VNM
M-991,2023-07-15,VNM
M-992,2023-07-18,VNM
M-993,2023-07-26,VNM
M-994,2023-07-19,VNM
M-995,2023-07-14,VNM
M-996,2023-07-17,VNM
M-997,2023-07-24,VNM
M-998,2023-07-15,VNM
M-999,2023-07-18,VNM
H-327,2023-08-10,VNM
H-328,2023-08-11,VNM
H-329,2023-08-11,THA
H-330,2023-08-09,VNM
H-331,2023-08-09,VNM
H-332,2023-08-07,VNM
H-333,2023-08-06,THA
H-334,2023-08-09,VNM
H-335,2023-08-09,CHN
H-336,2023-08-11,THA
H-337,2023-08-10,VNM
H-338,2023-08-10,KHM
H-339,2023-08-07,KHM
H-340,2023-08-10,THA
H-341,2023-08-10,VNM
H-342,2023-08-11,VNM
H-343,2023-08-09,VNM
H-344,2023-08-11,VNM
H-345,2023-08-10,CHN
H-346,2023-08-09,KHM
H-347,2023-08-09,KHM
H-348,2023-08-07,VNM
H-349,2023-08-09,THA
H-350,2023-08-07,VNM
H-351,2023-08-11,THA
H-352,2023-08-10,VNM
H-353,2023-08-10,LAO
H-354,2023-08-09,VNM
H-355,2023-08-09,VNM
H-356,2023-08-07,VNM
H-357,2023-08-11,VNM
H-358,2023-08-07,VNM
H-359,2023-08-09,VNM
H-360,2023-08-09,CHN
H-361,2023-08-06,VNM
H-362,2023-08-07,LAO
H-363,2023-08-10,KHM
H-364,2023-08-06,VNM
H-365,2023-08-10,KHM
H-366,2023-08-10,VNM
M-1048,2023-07-18,VNM
M-1049,2023-07-20,VNM
M-1050,2023-07-19,VNM
M-1051,2023-07-19,VNM
M-1052,2023-07-15,VNM
M-1053,2023-07-19,THA
M-1054,2023-07-20,KHM
M-1055,2023-07-21,VNM
M-1056,2023-07-19,VNM
M-1057,2023-07-17,VNM
M-1058,2023-07-20,VNM
M-1059,2023-07-15,VNM
M-1060,2023-07-24,VNM
M-1061,2023-07-21,VNM
M-1062,2023-07-30,VNM
M-1063,2023-07-17,VNM
M-1064,2023-07-19,VNM
M-1065,2023-07-23,VNM
M-1066,2023-07-15,VNM
M-1067,2023-07-27,VNM
M-1068,2023-07-18,VNM
M-1069,2023-07-24,VNM
M-1070,2023-07-25,VNM
M-1071,2023-07-19,VNM
M-1072,2023-07-17,VNM
M-1073,2023-07-15,VNM
M-1074,2023-07-18,VNM
M-1075,2023-07-19,VNM
M-1076,2023-07-23,VNM
M-1077,2023-07-17,VNM
M-1078,2023-07-19,VNM
M-1079,2023-07-17,VNM
M-1080,2023-07-23,VNM
M-1081,2023-07-19,VNM
M-1082,2023-07-19,VNM
M-1083,2023-07-25,VNM
M-1084,2023-07-18,VNM
M-1085,2023-07-20,VNM
M-1086,2023-07-25,VNM
M-1087,2023-07-30,VNM
M-1088,2023-07-15,VNM
M-1089,2023-07-25,VNM
M-1090,2023-07-25,VNM
M-1091,2023-07-19,VNM
M-1092,2023-07-17,VNM
M-1093,2023-07-15,VNM
M-1094,2023-07-19,VNM
M-1095,2023-07-17,VNM
M-1096,2023-07-31,VNM
M-1097,2023-07-15,VNM
M-1098,2023-07-17,VNM
M-1099,2023-07-18,VNM
M-1100,2023-07-31,VNM
M-1101,2023-07-27,VNM
M-1102,2023-07-25,VNM
M-1103,2023-07-15,VNM
M-1104,2023-07-15,VNM
M-1105,2023-07-19,VNM
M-1106,2023-07-19,VNM
M-1107,2023-07-17,KHM
M-1108,2023-07-19,KHM
M-1109,2023-07-17,KHM
M-1110,2023-07-18,VNM
M-1111,2023-07-15,VNM
M-1112,2023-07-25,VNM
M-1113,2023-07-18,VNM
M-1114,2023-07-17,VNM
M-1115,2023-07-17,VNM
M-1116,2023-07-23,VNM
M-1117,2023-07-18,VNM
M-1118,2023-07-15,VNM
M-1119,2023-07-15,VNM
M-1120,2023-07-15,VNM
M-1121,2023-07-27,VNM
M-1122,2023-07-17,VNM
M-1123,2023-07-15,VNM
M-1124,2023-07-20,VNM
M-1125,2023-07-15,THA
M-1126,2023-07-21,THA
M-1127,2023-07-19,VNM
M-1128,2023-07-17,VNM
M-1129,2023-07-15,VNM
M-1130,2023-07-15,THA
M-1131,2023-07-15,VNM
M-1132,2023-07-24,VNM
M-1133,2023-07-19,VNM
M-1134,2023-07-17,VNM
M-1135,2023-07-19,VNM
M-1136,2023-07-19,VNM
M-1137,2023-07-15,VNM
M-1138,2023-07-18,VNM
M-1139,2023-07-15,VNM
M-1140,2023-07-20,VNM
M-1141,2023-07-18,VNM
M-1142,2023-07-19,VNM
M-1143,2023-07-31,VNM
M-1144,2023-07-18,VNM
M-1145,2023-07-23,VNM
M-1146,2023-07-25,KHM
M-1147,2023-07-15,VNM
M-1148,2023-07-21,VNM
M-1149,2023-07-19,VNM
H-367,2023-08-09,VNM
H-368,2023-08-10,VNM
H-369,2023-08-10,VNM
H-370,2023-08-11,CHN
H-371,2023-08-09,CHN
H-372,2023-08-10,VNM
H-373,2023-08-07,VNM
H-374,2023-08-09,THA
H-375,2023-08-11,THA
H-376,2023-08-10,KHM
H-377,2023-08-11,VNM
H-378,2023-08-11,VNM
H-379,2023-08-10,LAO
H-380,2023-08-11,LAO
H-381,2023-08-10,THA
H-382,2023-08-07,VNM
H-383,2023-08-11,VNM
H-384,2023-08-11,VNM
H-385,2023-08-11,KHM
H-386,2023-08-11,VNM
H-387,2023-08-10,VNM
H-388,2023-08-11,VNM
H-389,2023-08-11,VNM
H-390,2023-08-11,VNM
H-391,2023-08-11,CHN
H-392,2023-08-11,VNM
H-393,2023-08-11,VNM
H-394,2023-08-10,THA
H-395,2023-08-11,VNM
H-396,2023-08-11,CHN
H-397,2023-08-11,KHM
H-398,2023-08-09,KHM
H-399,2023-08-11,VNM
H-400,2023-08-11,VNM
H-401,2023-08-10,VNM
M-1150,2023-07-19,VNM
M-1151,2023-07-17,VNM
M-1152,2023-07-19,VNM
M-1153,2023-07-17,THA
M-1154,2023-07-20,THA
M-1155,2023-07-27,VNM
M-1156,2023-07-19,VNM
M-1157,2023-07-18,VNM
M-1158,2023-07-18,VNM
M-1159,2023-08-04,VNM
M-1160,2023-07-20,VNM
M-1161,2023-07-26,CHN
M-1162,2023-07-19,VNM
M-1163,2023-07-17,VNM
M-1164,2023-07-19,VNM
M-1165,2023-07-18,VNM
M-1166,2023-07-25,VNM
M-1167,2023-07-20,VNM
M-1168,2023-07-17,VNM
M-1169,2023-07-18,VNM
M-1170,2023-08-04,VNM
M-1171,2023-07-19,VNM
M-1172,2023-07-19,VNM
M-1173,2023-08-04,VNM
M-1174,2023-07-21,VNM
M-1175,2023-07-17,VNM
M-1176,2023-07-17,VNM
M-1177,2023-07-19,VNM
M-1178,2023-07-19,VNM
M-1179,2023-07-19,VNM
M-1180,2023-07-18,VNM
M-1181,2023-07-18,VNM
M-1182,2023-07-25,VNM
M-1183,2023-07-19,VNM
M-1184,2023-07-19,VNM
M-1185,2023-07-19,VNM
M-1186,2023-07-29,VNM
M-1187,2023-07-31,VNM
M-1188,2023-08-10,VNM
M-1189,2023-07-29,VNM
M-1190,2023-07-27,VNM
M-1191,2023-07-31,VNM
M-1192,2023-07-30,VNM
M-1193,2023-07-19,VNM
M-1194,2023-07-25,VNM
M-1195,2023-07-20,VNM
M-1196,2023-08-01,VNM
M-1197,2023-07-24,KHM
M-1198,2023-07-20,KHM
M-1199,2023-07-18,VNM
M-1200,2023-07-19,VNM
M-1201,2023-07-19,VNM
M-1202,2023-07-19,KHM
M-1203,2023-08-01,VNM
M-1204,2023-07-20,VNM
M-1205,2023-07-21,VNM
M-1206,2023-07-17,VNM
M-1207,2023-07-29,VNM
M-1208,2023-07-19,VNM
M-1209,2023-07-25,VNM
M-1210,2023-07-19,VNM
M-1211,2023-08-04,VNM
M-1212,2023-07-19,VNM
M-1213,2023-07-17,VNM
M-1214,2023-07-18,VNM
M-1215,2023-07-26,CHN
M-1216,2023-07-18,VNM
M-1217,2023-07-17,VNM
M-1218,2023-07-23,VNM
M-1219,2023-07-18,VNM
M-1220,2023-07-18,VNM
M-1221,2023-08-05,VNM
M-1222,2023-07-20,VNM
M-1223,2023-08-11,VNM
M-1224,2023-07-17,THA
M-1225,2023-07-20,VNM
M-1226,2023-07-18,VNM
M-1227,2023-07-19,VNM
M-1228,2023-07-31,VNM
M-1229,2023-07-29,THA
M-1230,2023-07-25,VNM
M-1231,2023-07-17,VNM
M-1232,2023-07-20,VNM
M-1233,2023-07-18,VNM
M-1234,2023-07-23,VNM
M-1235,2023-07-23,VNM
M-1236,2023-07-26,THA
M-1237,2023-07-17,VNM
M-1238,2023-07-19,VNM
M-1239,2023-07-17,VNM
M-1240,2023-07-25,VNM
M-1241,2023-07-26,VNM
M-1242,2023-07-21,VNM
M-1243,2023-07-17,VNM
M-1244,2023-07-26,VNM
M-1245,2023-07-17,VNM
M-1246,2023-07-31,VNM
M-1247,2023-07-21,VNM
M-1248,2023-07-18,VNM
M-1249,2023-07-17,VNM
M-1250,2023-07-27,THA
M-1251,2023-07-19,VNM
M-1252,2023-07-17,VNM
M-1253,2023-07-17,VNM
M-1254,2023-07-18,LAO
M-1255,2023-07-26,VNM
M-1256,2023-08-10,VNM
M-1257,2023-07-25,VNM
M-1258,2023-07-26,LAO
M-1259,2023-07-27,VNM
M-1260,2023-07-17,VNM
M-1261,2023-07-17,VNM
M-1262,2023-07-19,VNM
M-1263,2023-07-30,VNM
M-1264,2023-07-19,VNM
M-1265,2023-07-18,VNM
H-402,2023-08-11,VNM
H-403,2023-08-11,LAO
H-404,2023-08-11,LAO
H-405,2023-08-11,THA
H-406,2023-08-11,LAO
H-407,2023-08-11,VNM
H-408,2023-08-11,VNM
H-409,2023-08-11,VNM
H-410,2023-08-10,VNM
H-411,2023-08-11,KHM
H-412,2023-08-11,VNM
H-413,2023-08-09,LAO
H-414,2023-08-11,LAO
H-415,2023-08-11,VNM
H-416,2023-08-11,VNM
H-417,2023-08-11,VNM
H-418,2023-08-11,VNM
H-419,2023-08-11,VNM
H-420,2023-08-11,CHN
H-421,2023-08-11,VNM
H-422,2023-08-10,VNM
H-423,2023-08-11,VNM
H-424,2023-08-11,VNM
H-425,2023-08-11,VNM
H-426,2023-08-10,VNM
H-427,2023-08-11,VNM
H-428,2023-08-10,VNM
H-429,2023-08-10,VNM
H-430,2023-08-11,VNM
H-431,2023-08-11,VNM
H-432,2023-08-11,VNM
H-433,2023-08-10,VNM
H-434,2023-08-10,KHM
H-435,2023-08-11,VNM
H-436,2023-08-11,LAO
H-437,2023-08-11,VNM
H-438,2023-08-11,VNM
H-439,2023-08-11,VNM
H-440,2023-08-09,KHM
M-1266,2023-07-19,VNM
M-1267,2023-07-24,VNM
M-1268,2023-07-26,VNM
M-1269,2023-07-31,VNM
M-1270,2023-07-21,VNM
M-1271,2023-07-19,VNM
M-1272,2023-07-25,VNM
M-1273,2023-07-18,KHM
M-1274,2023-07-27,VNM
M-1275,2023-07-21,VNM
M-1276,2023-07-23,VNM
M-1277,2023-07-21,VNM
M-1278,2023-07-18,VNM
M-1279,2023-07-19,VNM
M-1280,2023-07-19,VNM
M-1281,2023-07-31,VNM
M-1282,2023-08-11,VNM
M-1283,2023-07-19,CHN
M-1284,2023-08-07,VNM
M-1285,2023-07-19,VNM
M-1286,2023-07-19,VNM
M-1287,2023-07-19,VNM
M-1288,2023-07-19,VNM
M-1289,2023-07-19,VNM
M-1290,2023-07-19,VNM
M-1291,2023-07-18,VNM
M-1292,2023-08-09,VNM
M-1293,2023-07-18,VNM
M-1294,2023-07-23,VNM
M-1295,2023-08-11,VNM
M-1296,2023-08-05,VNM
M-1297,2023-07-21,VNM
M-1298,2023-07-19,THA
M-1299,2023-07-19,VNM
M-1300,2023-07-20,VNM
M-1301,2023-07-25,VNM
M-1302,2023-07-27,VNM
M-1303,2023-07-20,VNM
M-1304,2023-07-19,VNM
M-1305,2023-07-24,VNM
M-1306,2023-07-25,KHM
M-1307,2023-07-18,KHM
M-1308,2023-07-18,KHM
M-1309,2023-07-26,VNM
M-1310,2023-07-30,VNM
M-1311,2023-07-20,VNM
M-1312,2023-07-18,KHM
M-1313,2023-07-19,KHM
M-1314,2023-07-24,VNM
M-1315,2023-07-18,VNM
M-1316,2023-07-23,KHM
M-1317,2023-07-25,KHM
M-1318,2023-07-31,VNM
M-1319,2023-07-19,VNM
M-1320,2023-07-27,VNM
M-1321,2023-07-26,VNM
M-1322,2023-07-20,VNM
M-1323,2023-07-25,VNM
M-1324,2023-08-06,VNM
M-1325,2023-07-29,VNM
M-1326,2023-07-21,VNM
M-1327,2023-07-19,VNM
M-1328,2023-07-21,VNM
M-1329,2023-07-25,VNM
M-1330,2023-07-19,CHN
M-1331,2023-07-21,VNM
M-1332,2023-07-24,VNM
M-1333,2023-07-19,VNM
M-1334,2023-07-18,VNM
M-1335,2023-07-20,VNM
M-1336,2023-07-31,THA
M-1337,2023-07-19,VNM
M-1338,2023-07-21,VNM
M-1339,2023-07-31,VNM
M-1340,2023-08-11,VNM
M-1341,2023-07-26,VNM
M-1342,2023-07-18,VNM
M-1343,2023-07-23,VNM
M-1344,2023-07-26,VNM
M-1345,2023-07-18,VNM
M-1346,2023-07-19,VNM
M-1347,2023-07-18,VNM
M-1348,2023-07-19,VNM
M-1349,2023-07-27,VNM
M-1350,2023-07-20,VNM
M-1351,2023-07-19,THA
M-1352,2023-07-18,VNM
M-1353,2023-07-25,VNM
M-1354,2023-07-25,VNM
M-1355,2023-07-25,VNM
M-1356,2023-07-23,VNM
M-1357,2023-07-19,VNM
M-1358,2023-07-19,VNM
M-1359,2023-07-18,LAO
M-1360,2023-07-19,VNM
M-1361,2023-07-31,VNM
M-1362,2023-07-24,VNM
M-1363,2023-07-19,VNM
M-1364,2023-07-18,VNM
M-1365,2023-07-21,VNM
M-1366,2023-07-25,VNM
M-1367,2023-07-20,VNM
M-1368,2023-07-24,VNM
M-1369,2023-07-21,VNM
M-1370,2023-07-27,VNM
M-1371,2023-07-25,VNM
M-1372,2023-07-19,VNM
M-1373,2023-07-21,VNM
M-1374,2023-07-19,VNM
M-1375,2023-07-20,CHN
M-1376,2023-07-18,CHN
M-1377,2023-07-31,VNM
M-1378,2023-07-20,VNM
M-1379,2023-07-23,VNM
M-1380,2023-08-04,VNM
M-1381,2023-07-21,VNM
M-1382,2023-07-20,VNM
M-1383,2023-08-01,LAO
M-1384,2023-07-29,VNM
M-1385,2023-07-18,VNM
M-1386,2023-07-25,VNM
M-1387,2023-07-19,VNM
M-1388,2023-07-20,VNM
M-1389,2023-07-25,VNM
M-1390,2023-08-04,VNM
M-1391,2023-07-19,VNM
M-1392,2023-07-19,VNM
M-1393,2023-07-31,VNM
M-1394,2023-07-19,VNM
M-1395,2023-07-25,VNM
M-1396,2023-07-31,VNM
M-1397,2023-07-20,VNM
M-1398,2023-07-21,KHM
M-1399,2023-08-01,VNM
H-441,2023-08-10,CHN
H-442,2023-08-11,VNM
